-4.7300816,2.00228,2.8884346,1.4026315,-0.16916068,1.57253,2.6368845,0.33842614,0.23288086,4.24992,-3.0056,0.088079095,-1.8559449,2.3691032,2.7149825,-1.3373374,-1.1028361,-2.6913059,-2.0556133,-0.7566441,0.26662603,-1.6603875,-1.5654135,-0.72850156,-1.6095988,4.4670515,-0.20199496,-1.997425,2.8379257,3.5161862,0.06792855,2.6085014,-0.4211692,-3.2636557,1.7877163,-0.9473964,-1.6211675,5.082131,3.4796767,2.861923,-0.8708754,-0.97046685,2.573183,3.2110803,-1.4971783,-3.2865782,2.1170323,2.0250435,-0.8631072,-0.8530152,-3.216259,-0.33475673,0.23909989,1.9937705,-4.0306334,-3.9233775,-0.3193549,-2.0129623,-0.5834081,-0.959182,0.7881535,-0.21828912,-1.2656165,-1.6314948,1.2865868,-4.399728,-2.7710187,1.4401561,-4.6016994,1.1536243,-4.3248143,1.5856544,-0.268829,0.6208287,-2.7263193,3.543127,1.0736758,-2.3791337,3.127281,-0.31911343,4.7856827,-1.9533893,2.6011684,3.2012925,2.8794475,-0.2651524,-1.4979222,-4.035064,-0.25525236,-0.42254415,0.07300302,-3.020711,-0.5634709,-0.45150715,2.9463782,-2.1097796,-0.51335895,1.2069095,5.374929,6.3007083,female
-1.6736081,-2.6859345,0.5802657,3.0101547,-1.8567976,3.6817362,2.3665123,-1.3573207,-0.5719522,-0.3293771,0.44901186,-0.26799658,-1.7014083,-0.5007615,-2.550542,3.0982273,-0.5869177,-0.020013712,-4.1355877,-1.5852956,-1.3553454,1.4832981,1.4804791,1.95819,-0.53783935,3.4480958,1.0080973,-0.27327433,-1.5133657,1.84806,0.9992182,1.15248,-2.0485876,-3.7734244,4.185812,-0.33370543,-0.58071566,2.2482018,-0.99953514,0.7394398,-1.9787174,0.13547297,3.2766328,1.0595675,0.27749842,-0.34995556,-0.9595869,4.025029,-0.38275486,-0.44457304,-0.90618414,-0.09665522,-2.5450103,0.80630577,-2.5464194,0.7255396,-1.5883913,1.0251985,4.194435,-3.9074254,0.4912951,-2.3819795,-0.3025698,-0.6202627,-1.939444,-4.604614,-5.7946095,3.4122906,-2.2253573,-1.1753459,-0.5065521,4.088672,1.1130639,-1.5056688,-2.8415024,0.56528944,0.023903387,1.270106,2.4999623,-1.0934212,4.574265,-0.1829646,0.24951583,2.1023023,0.9251225,-0.79056454,0.15396526,1.1359836,-1.2402514,1.4957145,0.7819039,1.1568276,1.3068793,2.3889084,3.4813247,-2.909878,-3.054337,1.3239021,2.8257127,2.1681435,male
-1.6039737,-0.710558,0.84733033,0.55103517,1.8053885,2.5553272,-1.7935425,0.17559643,0.5722536,2.0405908,-0.62658525,-2.9393628,-0.96188253,-0.33555096,1.1494995,3.0493352,0.7049077,-1.0883734,-1.7967066,-0.23845479,1.9976834,-1.6817906,4.015679,2.903462,-0.3068087,1.491119,2.7595978,-5.0812635,-1.2580771,0.28110182,-4.177705,0.41535988,-4.6371517,-3.27704,4.315464,0.31529307,-2.6503737,2.9591,1.7991832,2.1354277,2.1313834,-0.7293732,4.7795553,2.552482,2.2719927,-1.1873916,-0.89621186,3.9284344,1.8003912,-2.165736,0.28712034,-2.1607096,-0.72876626,-1.9774363,-2.063449,-0.013218496,-2.6436145,0.29417306,-0.17639084,-3.6223686,1.0430194,-0.53013,1.1540043,0.31548777,2.9829888,-1.7668192,-6.22455,3.7983677,-0.07020667,-1.4373262,-1.3305435,-1.5057147,0.027018959,1.0183461,1.4622674,-1.229353,-1.0324652,-0.15164804,-1.9436308,-6.390923,4.529047,-3.422371,-0.33492714,-0.9267915,4.956853,-0.34011453,0.1381318,-1.3546215,-2.204644,-0.48657617,1.4636614,-0.26780948,1.2134671,0.09054509,1.6900331,-2.9465847,-4.8400793,1.3475149,4.2228255,-0.2721182,male
-0.7512272,-0.24647172,-1.5914483,3.4948518,0.7014519,1.3788579,1.161403,-1.5675557,-3.5300927,1.8920685,-5.8215833,2.7023234,-0.7836285,-5.481327,3.6505876,5.1215453,-0.58402467,-3.108779,-5.9858704,5.3733625,-1.7530595,-2.2756667,1.0943644,-1.9079676,-2.432319,1.6303186,1.1605818,-0.8020217,-3.1535363,2.309703,4.125426,-0.3991229,0.68801045,1.0175797,2.96134,2.1238039,-0.9525007,2.7506201,-0.13882318,-2.2730289,0.9397542,-1.743384,0.5652285,2.4859543,-1.8331597,0.07837495,2.106068,1.3183159,2.3305368,0.5659055,-1.7500943,0.59171534,2.322671,5.5353894,-0.6784998,-3.774214,1.113579,-0.47275776,1.5102036,-1.5732076,3.5032122,0.31974718,-1.6472913,2.5909789,-2.3200774,-5.8626504,-2.708571,3.167971,-5.1794305,-0.47144485,3.5336587,0.4844432,3.1472745,3.203466,-3.075922,1.3969398,-1.2822859,-0.8749447,0.77806723,0.6686129,1.2741193,-1.597441,-0.2882083,3.1693227,4.2869573,2.1486206,2.2583635,-0.8766377,-0.15312064,-1.6792941,3.9798815,-1.0314738,1.288041,3.45665,6.526847,-0.54285777,-1.9259758,0.6389586,4.5727496,4.2582607,female
-1.1624093,-1.1990403,0.04792496,1.2124059,-1.4276822,4.921781,0.7597117,0.3354784,-2.269281,2.8399951,-2.4390755,0.005455002,-1.1055807,-0.91338974,0.75470173,3.851643,-1.5264468,-1.1329244,-3.1057847,0.16688982,-1.6215104,-0.5353505,1.1622772,1.806047,0.6562225,2.822123,-0.13797744,0.04230035,-3.376632,0.8273114,0.35654426,-1.4004909,-2.0794997,-0.3081765,3.964308,-0.14752969,0.29338184,4.3107715,0.5664115,-2.3885405,-0.013801234,0.19267301,3.2391517,3.0963666,-0.18237905,-0.10085399,-0.21109335,0.736486,-0.13408951,0.9612331,-0.047923997,0.7688973,0.31896892,-0.18572836,0.17858313,-2.4736042,0.37824422,-1.0188001,1.808758,-2.2765782,0.61284965,1.3490474,-0.11748396,0.22897789,1.3594615,-4.5005264,-6.365418,3.4087567,-2.2155466,0.014589805,0.71312076,0.01868008,0.16494676,0.14378601,-1.0506248,1.9029423,-0.37855834,-1.4174021,-1.5426849,-3.1090937,3.0329165,-2.4721146,-0.27454272,2.070978,4.718635,-0.7299483,2.3225427,0.117660224,-1.1915203,0.5097397,1.2493179,1.0557017,-0.8783957,2.3935082,0.95251673,-1.4198358,-3.135014,0.780059,2.4541986,3.0638463,male
0.03538128,4.0960712,-0.8770186,2.0562732,1.3294172,-1.522379,1.6232529,-0.15644212,-1.6454874,1.7172295,-1.8876867,-1.5973195,1.5057182,0.64739966,3.524193,-0.7851945,-0.59465176,-4.0401955,0.033587165,1.8004737,0.81879586,1.7424055,0.3269192,1.4495229,0.09585625,3.8349876,2.3543646,-3.2326276,-3.1620276,-2.2453632,-0.105338976,1.5003616,0.9157728,-1.0015719,3.639573,-2.2441485,-1.5361452,2.5323732,2.1664402,-1.6674075,-0.1050521,-1.7395414,2.5763128,2.6475134,0.95107716,0.2394508,-0.49273816,0.08354084,1.3409034,-1.2656354,-1.1220756,-1.3502686,1.3804152,0.5107317,0.07670864,-2.780086,2.205143,0.82707226,-1.753413,-0.92426753,0.8433053,1.5864489,-2.0092175,1.3650181,2.7466798,-3.5163524,-5.334931,0.15010348,-2.488069,3.3510542,0.9119768,1.9133902,0.9729359,0.5076262,0.82716584,-1.2247916,0.3411485,-0.1615235,-1.0098735,-0.5012307,1.049037,-5.052516,1.903317,2.464281,6.1848173,-1.104564,-1.2621827,-0.75872266,-1.9875952,-3.1622512,-2.9772713,0.63424605,0.20469688,-0.7841363,-0.7795197,1.2353745,-0.96314406,0.16605912,0.67749864,0.18987085,male
-3.1617923,2.9991965,0.7485271,2.590591,4.170007,2.0095236,2.9664328,0.16385539,-1.1292921,3.6604521,-1.3814851,-0.38400766,2.1207902,3.3595974,-1.8648784,5.0035343,-1.5254478,-3.9832506,-3.309456,-1.0592463,-0.08041186,0.004120648,-3.6104257,0.5346177,-0.58018714,3.763883,0.38271302,-1.0243034,-1.4132693,-0.034875054,1.7352388,1.0434979,0.3225945,1.0340877,1.9305238,-6.0759783,-0.44189468,1.9040184,4.0462384,-1.4759033,0.6956021,-1.6828635,4.795216,5.940214,1.6835365,-4.483472,0.5190631,0.011899482,-0.5831452,-0.28253087,-0.24977264,-0.27220452,1.6567035,-0.8629671,-2.3994625,-2.1494646,-0.5137835,1.1596116,0.80716276,-0.6339027,-1.3041805,-1.1991696,-4.091869,-0.5180732,0.5019478,-5.0969357,-3.015967,5.28304,-1.2779547,2.3578844,-1.5132986,0.9699609,0.18920493,2.3685968,2.6009452,1.6163555,-2.8652186,-3.0337474,0.4418929,1.4182798,2.0906377,-5.8275,2.030934,1.6178263,2.6954603,-0.40550822,-0.11983931,0.04408038,0.36758786,-3.8190348,-1.1515739,-0.9767155,-2.949112,-0.21155618,-1.5851127,1.1995456,-2.5763574,-1.1193475,1.7548519,5.14235,male
-1.5131853,0.8117079,-2.928573,0.1982854,2.9740012,4.4185863,1.2699627,0.863418,-4.9101343,3.189825,-0.059553016,-2.3246987,0.60361785,-2.0618656,-2.8381772,4.057763,-2.0310407,-1.9943044,-2.0201106,-0.28828847,-1.2592249,-0.30724287,0.21776275,2.574106,0.02520148,5.4902973,1.4712951,0.94898134,-0.98601454,-0.5230893,1.0505292,0.28037995,-2.596748,-2.6943734,5.251234,-3.2930248,-1.1442896,2.5910237,3.484729,-3.2342443,0.39335886,1.1410258,5.1301126,5.9654202,0.31521878,1.1646521,2.2166076,-0.4961316,1.1153914,1.8261298,0.7040919,-0.47752804,-0.713219,-1.5722572,1.4603634,-1.7000792,2.2675757,-1.0064511,2.5791266,-1.6302094,-0.25635967,0.9709494,2.8729532,0.16338442,3.7409003,-4.8715305,-4.2449017,3.6986125,-3.2079487,3.9064755,0.2885124,0.51773566,-0.48299783,0.5744713,2.6627672,2.742876,0.6162564,0.0032331962,-0.35899132,-1.2925541,3.9447787,-4.6930223,0.000102926046,-0.4205302,4.2743216,0.54006135,-0.36473888,0.7719203,2.5487962,0.8571497,-0.9634235,2.2940652,-0.8228519,-0.17676635,-0.08046238,-1.042305,-4.1032357,-0.123207346,3.6679409,2.3560793,male
-0.4106693,1.7260156,1.8444594,0.2388655,3.2478888,-1.8174542,-0.39370778,0.5722107,-1.4103363,3.0645382,-3.8754163,-1.5315969,3.5248966,-1.3945385,2.1926079,0.79898155,-0.06426605,-4.6493764,0.5371316,0.9397167,2.5348403,-0.2411402,-2.7927139,-0.3341053,1.3804897,2.3250082,2.5342693,-1.591588,-1.6097509,-1.7317022,-0.22269455,2.4882686,-0.8416973,-0.4299959,2.1851048,-1.2295555,-0.21288672,3.3466341,0.3980905,-0.6425277,1.0792527,-2.1871686,1.8776304,2.5045738,1.3153462,-2.935666,1.2364471,0.21689142,0.08581025,-0.66232175,-0.050855048,-2.5106623,2.7915123,-0.37952533,-0.86641896,-1.3420497,-0.10091135,-1.6561528,-2.103724,-3.1819146,2.193208,1.6925884,-2.29674,-1.2092692,3.663779,-2.0074975,-4.1779456,-2.032195,-0.31017685,3.6611717,2.9469674,0.27931598,-0.4265107,0.43121487,0.34458113,-0.13669214,-2.3429358,-3.493863,0.64405483,-0.6281268,-0.78378934,-4.804844,2.304041,1.9441632,6.1874075,-3.1027002,0.0937948,0.58023983,1.0528615,-2.320063,-1.0311669,2.3174822,1.8049531,0.3543042,-2.5382488,0.6181874,-2.4903085,0.16988914,-0.41461205,2.318601,male
-2.1272092,-0.402322,-1.7917827,-0.5375607,0.003281653,3.2899764,-2.2451289,-1.2367871,-2.3910925,3.1910326,-5.6133513,0.59639513,0.07522702,-1.4326328,1.8528931,5.1190095,1.7313015,-2.5687451,-4.1438766,0.06754294,0.26032162,-2.255465,-2.699009,-1.0517393,0.0073518576,3.4107575,0.059473954,1.1474984,-0.64212537,1.135554,1.6424727,-0.30070767,-1.8093474,1.0164374,3.5561867,-2.5623481,-1.1191351,6.174315,2.474167,-1.8480408,2.6391861,-1.7120974,4.0476613,3.264922,3.5480547,-1.5642037,0.22275686,0.95130336,0.642874,-0.44237173,0.23584957,1.1709893,-0.12013301,1.2201023,-2.3069098,-1.2902446,-1.6935762,-2.3191247,-0.14259322,-2.4559844,-0.024525184,2.1592817,-1.6842959,0.9549994,0.68288004,-4.035506,-4.8572855,3.060663,-1.7080415,1.6807315,0.90476716,-1.8702989,-0.7183176,2.0231943,0.62217855,1.5069416,-2.0582414,-4.0542893,1.762012,-2.5835562,2.0431259,-2.9863007,1.2943051,0.9897649,2.1945858,0.0799221,1.1083647,0.26793945,1.1371585,1.0105282,0.6843741,-0.56012946,0.73666507,2.0818508,1.2799186,-2.39422,-3.659972,0.9807893,2.5745485,6.249038,male
